CPF,Nome do Operador,Matrícula do Operador,Tipo de Atendimento,Canal de Atendimento,Tempo Médio de Atendimento (TMA) em minutos,Satisfação do Cliente (1-5),Protocolo,Data/Hora do Atendimento,Tempo de Espera em minutos,Produto/Serviço Relacionado,Resolução no Primeiro Contato?,Encaminhamento para Outro Setor,Tempo de Pós-Atendimento (minutos),Status do Atendimento
457.308.162-35,Sabrina Sales,SAC-7965,Solicitação,WhatsApp,13.1,3,PROTO-2025-04-8862,10/04/2025 17:52,3.6,Planos,Sim,Comercial,2.1,Finalizado
203.798.416-22,Henry Rocha,SAC-5515,Elogio,Chat,6.5,5,PROTO-2025-03-3000,08/02/2025 23:45,8.4,Internet,Não,Financeiro,2.8,Pendente
459.627.083-00,Dr. Ian Pacheco,SAC-1910,Elogio,E-mail,9.6,5,PROTO-2025-01-6491,17/02/2025 11:32,0.6,Internet,Sim,Financeiro,2.3,Pendente
245.137.980-41,Arthur Miguel Machado,SAC-9018,Dúvida,Telefone,9.5,2,PROTO-2025-03-1392,17/04/2025 09:30,2.7,TV por Assinatura,Sim,Técnico,1.8,Finalizado
135.690.824-15,Henry Gabriel Carvalho,SAC-3105,Solicitação,Chat,12.8,5,PROTO-2025-02-5162,01/01/2025 16:41,1.6,Telefonia,Sim,Financeiro,1.6,Reaberto
172.098.435-23,Igor Rezende,SAC-9250,Reclamação,WhatsApp,14.5,5,PROTO-2025-03-2594,24/01/2025 20:57,9.6,Planos,Não,Comercial,3.0,Pendente
687.915.034-93,Srta. Luiza da Luz,SAC-4288,Dúvida,WhatsApp,9.6,5,PROTO-2025-03-1697,08/02/2025 08:28,4.3,Internet,Não,Comercial,3.1,Pendente
958.314.206-98,Amanda Martins,SAC-5660,Reclamação,WhatsApp,5.4,4,PROTO-2025-01-3728,05/01/2025 16:52,2.2,TV por Assinatura,Não,Comercial,2.5,Pendente
043.617.289-50,Dra. Mariane Abreu,SAC-7918,Elogio,Chat,5.7,5,PROTO-2025-03-8671,20/01/2025 18:23,1.3,Telefonia,Não,Nenhum,2.8,Pendente
721.359.806-68,Olívia Mendes,SAC-5256,Elogio,WhatsApp,12.8,5,PROTO-2025-02-9592,22/03/2025 06:00,3.4,Planos,Sim,Técnico,1.6,Pendente
035.941.672-16,Srta. Esther Cavalcante,SAC-7593,Elogio,Chat,9.2,3,PROTO-2025-04-9137,08/01/2025 11:22,6.2,Internet,Sim,Nenhum,0.7,Pendente
179.863.450-39,Samuel Montenegro,SAC-7540,Elogio,Telefone,11.6,4,PROTO-2025-02-2807,13/03/2025 07:42,6.0,Telefonia,Sim,Técnico,1.1,Pendente
962.150.834-70,Sra. Allana Viana,SAC-7251,Elogio,Telefone,4.2,2,PROTO-2025-02-6804,14/02/2025 14:50,9.9,TV por Assinatura,Sim,Nenhum,1.9,Reaberto
456.302.917-34,Nicole Cirino,SAC-5023,Solicitação,Telefone,4.8,5,PROTO-2025-03-7740,31/03/2025 13:10,3.4,TV por Assinatura,Sim,Financeiro,4.6,Finalizado
052.694.183-98,Samuel Azevedo,SAC-7705,Dúvida,Chat,12.5,3,PROTO-2025-03-3068,22/02/2025 16:36,3.8,Telefonia,Não,Financeiro,1.3,Finalizado
824.106.375-07,Luiz Otávio Pastor,SAC-9299,Solicitação,WhatsApp,12.2,3,PROTO-2025-02-3595,26/02/2025 19:32,1.0,TV por Assinatura,Não,Financeiro,4.2,Finalizado
542.930.671-16,Vitor Hugo Sousa,SAC-3720,Elogio,Telefone,14.6,3,PROTO-2025-02-8870,18/02/2025 02:21,3.9,Telefonia,Não,Comercial,2.3,Reaberto
023.975.146-99,Eloah Aparecida,SAC-1690,Dúvida,Chat,10.2,4,PROTO-2025-03-5449,06/04/2025 21:42,1.1,Internet,Sim,Comercial,3.9,Reaberto
031.754.982-05,Luiz Miguel Aparecida,SAC-1781,Solicitação,E-mail,3.5,3,PROTO-2025-03-2032,21/03/2025 09:40,6.7,Telefonia,Não,Técnico,3.0,Reaberto
584.712.690-58,Cecilia Freitas,SAC-4414,Reclamação,Telefone,14.1,5,PROTO-2025-01-7506,14/02/2025 04:33,8.7,Planos,Não,Comercial,1.1,Reaberto
105.398.647-57,Alexia Andrade,SAC-1566,Dúvida,Telefone,14.8,5,PROTO-2025-02-3681,27/02/2025 08:05,8.5,TV por Assinatura,Sim,Técnico,1.2,Pendente
637.240.591-16,Sra. Ágatha Pereira,SAC-5595,Solicitação,Telefone,7.1,3,PROTO-2025-04-9496,15/04/2025 17:31,7.8,Planos,Sim,Nenhum,2.7,Finalizado
195.068.743-01,Sra. Juliana Alves,SAC-3512,Reclamação,Telefone,6.7,3,PROTO-2025-04-6174,24/01/2025 19:03,2.9,TV por Assinatura,Sim,Comercial,0.6,Finalizado
390.254.861-42,Alexandre Macedo,SAC-4025,Elogio,Telefone,13.4,2,PROTO-2025-01-8507,23/01/2025 01:20,5.7,TV por Assinatura,Sim,Financeiro,3.2,Reaberto
241.806.359-33,Maria Laura Sampaio,SAC-7966,Reclamação,E-mail,10.1,3,PROTO-2025-03-8621,05/03/2025 09:40,7.1,Internet,Não,Técnico,3.3,Pendente
079.163.528-77,Catarina Fernandes,SAC-2891,Elogio,E-mail,12.0,2,PROTO-2025-01-1121,26/03/2025 00:31,6.1,Internet,Sim,Financeiro,4.7,Reaberto
286.413.579-55,Pietra Pires,SAC-8714,Elogio,Chat,10.7,2,PROTO-2025-03-6844,12/02/2025 04:44,8.9,Internet,Não,Comercial,2.6,Reaberto
854.067.139-57,Sr. Kaique da Mota,SAC-5266,Dúvida,Telefone,4.0,1,PROTO-2025-01-9983,17/03/2025 04:16,1.3,Internet,Sim,Comercial,0.8,Finalizado
632.849.075-56,Bryan Souza,SAC-5662,Solicitação,E-mail,14.3,4,PROTO-2025-03-4728,17/04/2025 07:32,6.7,Internet,Não,Técnico,3.5,Finalizado
954.603.172-07,Cecília Barbosa,SAC-6356,Reclamação,Telefone,7.6,5,PROTO-2025-02-2634,03/01/2025 02:39,9.8,TV por Assinatura,Sim,Comercial,1.8,Pendente
956.237.140-99,Eduardo Garcia,SAC-3760,Solicitação,WhatsApp,10.3,5,PROTO-2025-03-5650,22/02/2025 06:40,6.7,TV por Assinatura,Sim,Financeiro,3.4,Reaberto
365.910.874-00,Luiz Henrique Barbosa,SAC-9968,Dúvida,WhatsApp,5.6,3,PROTO-2025-02-8941,23/02/2025 16:21,5.8,Planos,Não,Comercial,0.8,Reaberto
736.945.102-06,Sr. Alexandre Moreira,SAC-1072,Solicitação,WhatsApp,7.9,5,PROTO-2025-02-7318,13/04/2025 07:40,3.6,TV por Assinatura,Sim,Comercial,1.1,Pendente
483.297.165-46,João Pedro Peixoto,SAC-2464,Dúvida,Telefone,11.9,5,PROTO-2025-01-6106,25/03/2025 00:29,5.3,Telefonia,Sim,Financeiro,1.8,Pendente
587.249.301-05,Bryan Vasconcelos,SAC-4800,Reclamação,Chat,7.7,2,PROTO-2025-01-8608,02/01/2025 14:57,2.0,Telefonia,Não,Comercial,3.0,Reaberto
243.875.091-04,Juan Peixoto,SAC-4178,Reclamação,E-mail,4.7,4,PROTO-2025-02-5964,16/04/2025 21:18,9.9,TV por Assinatura,Não,Nenhum,0.9,Reaberto
527.143.906-25,Dra. Aylla Pastor,SAC-1659,Dúvida,WhatsApp,4.6,5,PROTO-2025-02-7825,06/03/2025 00:48,8.3,Internet,Não,Comercial,4.4,Finalizado
650.217.398-59,Yuri Correia,SAC-2936,Solicitação,E-mail,6.5,3,PROTO-2025-04-6923,28/03/2025 02:01,7.1,Telefonia,Não,Comercial,1.6,Finalizado
206.378.415-90,Cecilia Cirino,SAC-5302,Elogio,E-mail,11.5,4,PROTO-2025-04-8459,21/01/2025 18:29,5.0,TV por Assinatura,Não,Nenhum,0.9,Finalizado
142.306.597-25,Olívia Camargo,SAC-3368,Dúvida,WhatsApp,5.5,3,PROTO-2025-02-3566,19/03/2025 14:51,4.7,Planos,Não,Financeiro,4.3,Finalizado
498.017.625-94,Emanuel Vargas,SAC-7719,Reclamação,E-mail,5.7,5,PROTO-2025-02-6946,08/03/2025 17:48,2.1,TV por Assinatura,Não,Técnico,2.7,Finalizado
069.825.437-65,Ana Lívia Gomes,SAC-9632,Solicitação,E-mail,5.4,4,PROTO-2025-01-9746,11/04/2025 08:14,5.2,Internet,Sim,Financeiro,4.8,Finalizado
248.190.367-69,Joana Teixeira,SAC-2777,Elogio,WhatsApp,7.8,2,PROTO-2025-02-2106,26/01/2025 06:48,5.1,TV por Assinatura,Não,Técnico,2.1,Finalizado
423.870.519-04,Sr. Arthur Albuquerque,SAC-6934,Reclamação,WhatsApp,14.4,1,PROTO-2025-03-5737,26/03/2025 10:37,4.3,Planos,Sim,Comercial,3.8,Reaberto
392.601.458-05,Daniela Pires,SAC-7565,Dúvida,Chat,4.3,4,PROTO-2025-04-4406,10/02/2025 00:14,2.8,Planos,Não,Nenhum,4.2,Reaberto
462.731.589-91,Rafaela Fonseca,SAC-6649,Dúvida,E-mail,4.8,1,PROTO-2025-04-6056,10/01/2025 10:24,9.7,TV por Assinatura,Não,Nenhum,2.0,Pendente
740.128.569-01,Nina Vasconcelos,SAC-2550,Reclamação,Telefone,5.6,2,PROTO-2025-02-6979,07/01/2025 00:37,3.5,Telefonia,Não,Comercial,4.4,Finalizado
093.246.571-43,Vitor Costa,SAC-7113,Reclamação,WhatsApp,8.5,3,PROTO-2025-03-1106,07/04/2025 03:18,4.9,Planos,Sim,Técnico,4.4,Finalizado
823.406.579-38,Murilo Cavalcante,SAC-4030,Elogio,E-mail,6.7,1,PROTO-2025-03-6903,16/03/2025 21:41,2.3,Internet,Não,Comercial,1.9,Reaberto
983.214.750-60,Breno da Luz,SAC-8710,Solicitação,WhatsApp,9.2,5,PROTO-2025-03-2164,19/03/2025 14:48,3.0,Planos,Sim,Comercial,3.3,Finalizado
385.670.421-35,Marina Mendonça,SAC-5484,Elogio,E-mail,4.8,4,PROTO-2025-03-7565,25/01/2025 06:22,9.9,TV por Assinatura,Não,Comercial,3.0,Finalizado
415.708.629-58,Lívia Cavalcanti,SAC-1776,Reclamação,WhatsApp,11.3,5,PROTO-2025-01-3124,10/03/2025 09:03,5.8,TV por Assinatura,Não,Nenhum,3.2,Pendente
851.469.207-02,Nicole Araújo,SAC-9157,Reclamação,Telefone,12.5,4,PROTO-2025-02-1591,31/01/2025 19:02,5.4,TV por Assinatura,Não,Nenhum,3.1,Pendente
018.536.429-24,Sara Correia,SAC-6848,Reclamação,WhatsApp,3.7,5,PROTO-2025-04-6795,22/01/2025 17:47,4.3,Internet,Sim,Financeiro,2.0,Reaberto
380.452.167-35,Ana Lívia Cavalcante,SAC-4769,Elogio,Chat,8.9,3,PROTO-2025-01-3975,06/01/2025 09:03,4.5,TV por Assinatura,Sim,Técnico,3.5,Finalizado
682.903.741-78,Lívia Ribeiro,SAC-3012,Reclamação,WhatsApp,12.3,3,PROTO-2025-02-7187,23/02/2025 05:58,8.9,Internet,Sim,Comercial,3.1,Finalizado
483.592.671-46,Dr. Bento Freitas,SAC-9814,Solicitação,E-mail,5.2,1,PROTO-2025-02-9983,19/01/2025 18:14,2.8,Planos,Não,Financeiro,2.8,Reaberto
317.405.862-71,Luiz Felipe Pinto,SAC-9216,Solicitação,Chat,5.1,3,PROTO-2025-02-6472,30/01/2025 22:49,5.5,Telefonia,Não,Nenhum,1.1,Pendente
261.489.307-22,João Pedro Rios,SAC-9524,Reclamação,Chat,14.6,4,PROTO-2025-01-3067,09/02/2025 12:02,6.8,TV por Assinatura,Não,Nenhum,0.5,Finalizado
873.104.952-41,Stephany Camargo,SAC-8770,Elogio,Chat,4.5,4,PROTO-2025-02-5597,24/02/2025 14:01,4.7,Internet,Não,Técnico,1.1,Pendente
182.796.034-50,Sr. Nathan Novais,SAC-8874,Elogio,E-mail,9.9,3,PROTO-2025-01-3408,01/03/2025 23:50,3.2,Planos,Sim,Técnico,4.9,Finalizado
536.781.942-73,Srta. Beatriz Cavalcanti,SAC-7489,Dúvida,E-mail,7.3,5,PROTO-2025-02-8553,06/04/2025 13:48,3.0,TV por Assinatura,Sim,Financeiro,2.4,Finalizado
491.602.357-99,Léo Montenegro,SAC-4313,Reclamação,WhatsApp,10.2,3,PROTO-2025-03-5431,09/02/2025 06:20,0.5,Telefonia,Não,Comercial,5.0,Reaberto
176.285.904-11,Enzo Guerra,SAC-5664,Reclamação,Chat,3.2,1,PROTO-2025-03-3165,02/04/2025 17:57,4.9,Telefonia,Não,Técnico,1.2,Pendente
843.190.576-00,Elisa Andrade,SAC-6019,Dúvida,E-mail,14.8,5,PROTO-2025-01-8577,05/03/2025 14:02,6.1,Planos,Não,Financeiro,2.4,Reaberto
980.574.362-47,Srta. Ana Carolina Castro,SAC-6351,Solicitação,Chat,11.9,2,PROTO-2025-01-1901,20/01/2025 18:31,5.8,Telefonia,Sim,Nenhum,3.8,Finalizado
269.013.748-87,Murilo Rios,SAC-2343,Reclamação,WhatsApp,11.2,1,PROTO-2025-01-3510,04/01/2025 08:10,5.1,TV por Assinatura,Sim,Financeiro,4.5,Pendente
253.687.190-86,Enzo Gabriel Ribeiro,SAC-7330,Elogio,Telefone,11.4,4,PROTO-2025-04-6752,29/03/2025 17:18,8.5,Internet,Não,Técnico,3.6,Reaberto
507.216.948-02,Daniela Correia,SAC-8653,Reclamação,E-mail,11.3,3,PROTO-2025-01-8177,04/04/2025 10:42,4.4,Planos,Não,Financeiro,4.6,Pendente
785.042.631-26,Luana Ferreira,SAC-3803,Dúvida,Telefone,5.2,2,PROTO-2025-03-6692,14/04/2025 23:45,9.8,Telefonia,Não,Financeiro,3.3,Finalizado
795.321.648-55,Sra. Eduarda Silveira,SAC-1325,Dúvida,Chat,7.7,3,PROTO-2025-03-5047,04/03/2025 16:12,8.6,Internet,Não,Comercial,4.1,Finalizado
934.570.281-41,Evelyn Albuquerque,SAC-4947,Solicitação,Chat,14.7,1,PROTO-2025-03-2595,07/02/2025 09:43,9.4,Planos,Sim,Financeiro,2.4,Pendente
407.231.859-05,Alexia Guerra,SAC-4326,Solicitação,Chat,14.7,1,PROTO-2025-03-6691,08/02/2025 10:51,1.3,Planos,Sim,Técnico,1.6,Finalizado
802.354.791-79,Maria Cavalcante,SAC-7539,Reclamação,WhatsApp,10.4,3,PROTO-2025-02-1182,10/01/2025 20:38,3.5,Internet,Não,Comercial,1.9,Pendente
657.130.428-71,João Felipe Cardoso,SAC-2726,Solicitação,Chat,11.2,3,PROTO-2025-02-2785,08/02/2025 15:58,7.6,Telefonia,Não,Técnico,1.4,Pendente
219.348.506-24,Ana Luiza Cassiano,SAC-1309,Dúvida,E-mail,11.2,5,PROTO-2025-01-2480,05/03/2025 13:02,5.3,Telefonia,Sim,Comercial,1.3,Pendente
726.398.041-03,Josué Marques,SAC-5447,Reclamação,WhatsApp,11.1,3,PROTO-2025-03-7943,25/01/2025 16:14,6.9,Internet,Não,Nenhum,2.2,Pendente
025.687.491-30,Srta. Sophie Marques,SAC-7946,Elogio,WhatsApp,10.2,4,PROTO-2025-04-8119,19/01/2025 18:27,8.6,Internet,Não,Nenhum,1.3,Finalizado
762.518.049-20,Alice Nunes,SAC-9597,Dúvida,Chat,14.4,3,PROTO-2025-01-7183,07/02/2025 03:30,5.7,Telefonia,Sim,Financeiro,4.7,Pendente
698.431.207-87,Bianca Fogaça,SAC-5942,Dúvida,WhatsApp,8.9,1,PROTO-2025-02-2036,08/03/2025 13:47,3.8,Planos,Sim,Financeiro,4.5,Reaberto
016.472.398-69,Lívia Almeida,SAC-4446,Reclamação,E-mail,7.4,3,PROTO-2025-04-7767,22/01/2025 02:18,8.3,TV por Assinatura,Sim,Financeiro,1.6,Pendente
254.961.037-70,Caleb Montenegro,SAC-8785,Solicitação,Telefone,11.8,4,PROTO-2025-02-1918,16/02/2025 03:08,6.7,Telefonia,Não,Técnico,3.4,Pendente
620.735.849-00,Maria Helena das Neves,SAC-4951,Dúvida,E-mail,9.9,4,PROTO-2025-02-6283,21/01/2025 02:57,7.4,Internet,Sim,Comercial,3.7,Reaberto
534.768.912-91,Marcos Vinicius da Mota,SAC-5765,Elogio,Chat,9.1,1,PROTO-2025-02-2317,24/01/2025 10:56,6.2,Telefonia,Não,Técnico,3.6,Finalizado
971.405.623-34,Isabella Silva,SAC-6959,Elogio,E-mail,9.8,2,PROTO-2025-04-2331,17/01/2025 02:25,0.6,Internet,Sim,Comercial,2.3,Pendente
893.420.751-50,Matteo Almeida,SAC-4505,Dúvida,WhatsApp,11.0,3,PROTO-2025-04-5535,14/01/2025 03:50,6.2,Planos,Não,Nenhum,3.8,Reaberto
237.598.014-04,Sr. Yago Ramos,SAC-1630,Elogio,WhatsApp,4.1,5,PROTO-2025-02-9172,02/04/2025 11:40,1.4,Telefonia,Não,Nenhum,4.6,Finalizado
308.719.462-03,Srta. Sophie Moura,SAC-1117,Dúvida,Telefone,10.9,3,PROTO-2025-04-7592,23/02/2025 18:09,4.4,TV por Assinatura,Sim,Financeiro,3.2,Reaberto
471.509.628-58,Sr. Henrique Almeida,SAC-1027,Elogio,E-mail,10.0,3,PROTO-2025-02-3786,04/03/2025 03:09,8.7,TV por Assinatura,Não,Nenhum,4.7,Pendente
305.841.967-84,Kevin Abreu,SAC-1798,Dúvida,WhatsApp,6.7,4,PROTO-2025-03-3815,13/04/2025 15:00,6.1,Internet,Não,Nenhum,2.9,Finalizado
705.618.324-71,Maria Julia da Rosa,SAC-8961,Elogio,Chat,8.4,1,PROTO-2025-01-5080,25/01/2025 15:15,10.0,Internet,Sim,Financeiro,0.9,Pendente
172.398.564-37,Gabriel Carvalho,SAC-1161,Dúvida,E-mail,12.9,3,PROTO-2025-03-8910,03/01/2025 18:09,6.4,Planos,Sim,Financeiro,2.3,Reaberto
320.654.798-92,Breno Oliveira,SAC-8465,Solicitação,Telefone,4.9,1,PROTO-2025-01-4899,02/03/2025 11:35,5.9,Internet,Sim,Comercial,0.6,Reaberto
984.531.760-00,Isaque Nascimento,SAC-9075,Reclamação,Telefone,11.8,3,PROTO-2025-02-3365,15/04/2025 07:59,5.7,Telefonia,Sim,Técnico,0.8,Reaberto
273.804.596-00,Dra. Marcela Garcia,SAC-7933,Reclamação,Chat,13.0,3,PROTO-2025-04-6547,23/03/2025 02:57,5.5,Telefonia,Sim,Nenhum,1.7,Finalizado
762.914.580-20,Rafaela Câmara,SAC-8417,Reclamação,Telefone,4.6,3,PROTO-2025-02-4119,01/02/2025 00:01,5.0,Telefonia,Sim,Técnico,2.6,Pendente
297.683.405-92,Otávio Sousa,SAC-7927,Elogio,E-mail,11.0,5,PROTO-2025-04-1035,12/03/2025 20:55,8.0,Planos,Não,Nenhum,1.9,Finalizado
705.861.429-67,Alice Araújo,SAC-1309,Elogio,E-mail,5.7,2,PROTO-2025-01-8950,01/02/2025 04:36,8.3,Telefonia,Sim,Comercial,1.9,Finalizado
286.754.031-35,Luigi Albuquerque,SAC-2279,Reclamação,Chat,7.0,4,PROTO-2025-04-3433,01/03/2025 05:34,6.4,Internet,Não,Técnico,0.6,Pendente
469.712.503-70,Bruna Machado,SAC-7039,Reclamação,Chat,9.3,4,PROTO-2025-04-1843,05/04/2025 03:40,7.4,Telefonia,Sim,Nenhum,3.7,Finalizado
487.921.536-82,Olívia Rios,SAC-3454,Elogio,Telefone,8.9,2,PROTO-2025-01-8126,10/02/2025 01:05,1.3,Telefonia,Sim,Técnico,3.1,Pendente
160.859.732-68,Nina Fogaça,SAC-8251,Reclamação,WhatsApp,6.7,3,PROTO-2025-02-3411,09/04/2025 08:36,6.2,Planos,Não,Técnico,2.8,Finalizado
821.935.467-46,Sra. Maria Cecília Martins,SAC-9967,Reclamação,Telefone,3.3,1,PROTO-2025-03-2228,04/03/2025 00:51,2.6,Planos,Não,Comercial,0.8,Pendente
248.537.610-71,Eduardo Guerra,SAC-8776,Elogio,Telefone,11.0,4,PROTO-2025-01-7141,07/01/2025 10:37,6.8,TV por Assinatura,Não,Comercial,3.8,Reaberto
359.814.762-73,João Felipe Cavalcanti,SAC-5074,Dúvida,Chat,9.0,3,PROTO-2025-02-5790,01/04/2025 00:41,7.9,Telefonia,Não,Comercial,4.5,Pendente
590.126.378-21,Raul Carvalho,SAC-3295,Elogio,Chat,7.0,5,PROTO-2025-02-1159,05/03/2025 15:32,4.6,TV por Assinatura,Sim,Nenhum,4.9,Finalizado
238.175.409-14,Fernanda da Mata,SAC-3071,Solicitação,E-mail,4.6,2,PROTO-2025-03-9242,07/02/2025 02:00,8.2,TV por Assinatura,Sim,Comercial,1.8,Pendente
520.347.819-88,Ana Lívia Leão,SAC-4695,Solicitação,E-mail,4.6,4,PROTO-2025-01-4068,23/01/2025 14:55,5.0,TV por Assinatura,Sim,Técnico,2.4,Pendente
709.281.534-79,Emanuel Marques,SAC-5639,Reclamação,Telefone,12.4,5,PROTO-2025-04-6647,16/03/2025 15:08,8.2,Planos,Não,Comercial,5.0,Reaberto
691.453.872-73,Mariana da Mata,SAC-1390,Elogio,Chat,4.5,5,PROTO-2025-04-1474,24/02/2025 17:46,0.7,Planos,Não,Financeiro,1.4,Finalizado
271.084.965-85,Sr. Daniel Freitas,SAC-7338,Elogio,WhatsApp,4.7,4,PROTO-2025-01-6040,31/01/2025 02:38,3.6,Telefonia,Sim,Financeiro,0.7,Finalizado
285.640.731-53,Ana Lívia Andrade,SAC-3896,Solicitação,Chat,7.5,3,PROTO-2025-02-6089,24/02/2025 21:00,9.3,Telefonia,Não,Comercial,2.6,Reaberto
921.574.683-82,Dr. Rafael Sales,SAC-6455,Dúvida,Telefone,9.1,5,PROTO-2025-02-3821,08/03/2025 16:25,6.0,Planos,Sim,Financeiro,4.0,Reaberto
152.648.703-90,Anna Liz Porto,SAC-6760,Reclamação,E-mail,12.1,5,PROTO-2025-03-4260,07/03/2025 16:45,3.0,Telefonia,Não,Nenhum,1.9,Reaberto
574.839.062-00,Olívia Araújo,SAC-6851,Solicitação,Telefone,12.0,4,PROTO-2025-02-8513,06/04/2025 08:14,1.9,Planos,Não,Nenhum,3.9,Pendente
820.537.194-60,Bernardo Caldeira,SAC-2731,Dúvida,WhatsApp,11.7,2,PROTO-2025-01-3154,10/04/2025 17:09,7.4,Internet,Não,Financeiro,2.5,Pendente
568.143.209-24,Maria Sophia da Paz,SAC-4345,Reclamação,E-mail,3.8,1,PROTO-2025-01-2467,19/02/2025 14:54,5.9,TV por Assinatura,Não,Comercial,3.1,Reaberto
083.274.561-80,Dr. Rhavi Rezende,SAC-7921,Solicitação,WhatsApp,12.2,3,PROTO-2025-03-7930,01/04/2025 01:52,5.3,Internet,Não,Técnico,4.9,Finalizado
378.461.029-31,Dra. Pietra Mendonça,SAC-3088,Reclamação,Telefone,9.5,5,PROTO-2025-04-7440,11/02/2025 01:32,0.7,TV por Assinatura,Sim,Comercial,4.1,Reaberto
827.136.049-31,Alana Marques,SAC-9800,Dúvida,E-mail,10.1,2,PROTO-2025-04-1037,26/01/2025 22:39,2.7,Telefonia,Não,Nenhum,0.7,Pendente
916.750.348-93,Alice Borges,SAC-8482,Reclamação,WhatsApp,6.9,3,PROTO-2025-03-5958,30/01/2025 05:11,3.8,Internet,Não,Técnico,3.3,Reaberto
487.231.609-69,Marcos Vinicius Câmara,SAC-1733,Reclamação,Telefone,7.7,4,PROTO-2025-01-7820,15/01/2025 06:32,1.5,Internet,Não,Nenhum,4.7,Reaberto
461.830.592-42,Lucas Caldeira,SAC-4888,Elogio,E-mail,5.8,1,PROTO-2025-03-2857,13/02/2025 10:42,3.6,Telefonia,Sim,Financeiro,0.5,Finalizado
784.016.395-57,Antonella Freitas,SAC-3546,Elogio,WhatsApp,6.4,3,PROTO-2025-01-5570,03/02/2025 12:08,2.9,Planos,Não,Nenhum,1.7,Pendente
780.319.524-50,Enzo Gabriel Vargas,SAC-7857,Reclamação,Chat,3.0,2,PROTO-2025-01-4694,22/03/2025 19:05,9.8,TV por Assinatura,Não,Técnico,3.9,Pendente
754.261.980-20,Juan Costela,SAC-2597,Reclamação,Telefone,3.5,2,PROTO-2025-03-3037,20/02/2025 23:22,3.1,Internet,Sim,Nenhum,2.0,Reaberto
605.913.847-01,Ana Liz Aragão,SAC-9275,Elogio,E-mail,12.2,4,PROTO-2025-02-9359,07/01/2025 22:37,0.9,TV por Assinatura,Sim,Financeiro,1.0,Reaberto
304.827.659-92,Emanuelly Teixeira,SAC-7545,Dúvida,E-mail,6.0,2,PROTO-2025-03-8025,11/03/2025 06:09,6.3,Telefonia,Não,Financeiro,4.0,Finalizado
301.267.489-69,Maria Flor Sampaio,SAC-5185,Solicitação,Chat,6.3,1,PROTO-2025-02-7358,06/02/2025 09:27,4.2,Internet,Não,Nenhum,1.5,Reaberto
902.156.473-43,Alícia Moraes,SAC-6096,Solicitação,WhatsApp,4.3,2,PROTO-2025-03-5488,19/01/2025 23:48,6.5,Planos,Sim,Financeiro,3.8,Reaberto
975.186.032-68,Davi da Luz,SAC-1462,Elogio,WhatsApp,15.0,3,PROTO-2025-03-9636,18/03/2025 22:50,9.9,Telefonia,Sim,Financeiro,1.3,Pendente
809.527.143-88,Sofia Duarte,SAC-9138,Elogio,Chat,4.5,4,PROTO-2025-03-7147,14/04/2025 21:32,4.8,TV por Assinatura,Não,Comercial,1.4,Pendente
761.408.293-13,Henry Gabriel da Rosa,SAC-6717,Elogio,Chat,14.0,1,PROTO-2025-03-4470,07/04/2025 13:23,7.8,TV por Assinatura,Sim,Nenhum,2.0,Pendente
380.652.491-24,Marina Cirino,SAC-6694,Elogio,E-mail,5.1,1,PROTO-2025-02-3008,05/04/2025 12:37,4.9,TV por Assinatura,Sim,Comercial,4.4,Pendente
269.435.810-15,Marcos Vinicius da Mota,SAC-5705,Reclamação,E-mail,7.7,1,PROTO-2025-01-9099,22/02/2025 14:06,3.5,TV por Assinatura,Não,Financeiro,2.1,Reaberto
397.085.621-30,Sr. Gael Cavalcante,SAC-6899,Elogio,Telefone,7.2,5,PROTO-2025-04-9935,12/04/2025 17:48,1.5,Telefonia,Sim,Comercial,1.7,Reaberto
890.741.356-84,Ryan Rocha,SAC-3623,Elogio,E-mail,7.7,1,PROTO-2025-01-8201,08/02/2025 10:31,4.7,TV por Assinatura,Sim,Comercial,2.4,Finalizado
097.456.318-84,Heloisa Lima,SAC-4206,Dúvida,WhatsApp,3.9,5,PROTO-2025-02-5698,13/02/2025 01:22,8.8,Internet,Não,Comercial,1.8,Finalizado
403.512.897-04,Alexandre Dias,SAC-4164,Dúvida,WhatsApp,7.9,4,PROTO-2025-01-1868,26/01/2025 07:04,0.6,Planos,Não,Comercial,1.7,Reaberto
436.782.951-00,Mariah Silva,SAC-1046,Reclamação,E-mail,8.0,2,PROTO-2025-04-3119,26/02/2025 06:18,0.5,Planos,Não,Comercial,2.2,Pendente
143.820.956-89,José Carvalho,SAC-1992,Solicitação,Telefone,9.6,4,PROTO-2025-02-9000,27/01/2025 13:00,9.2,Internet,Não,Nenhum,3.4,Finalizado
403.657.192-34,Marcelo da Paz,SAC-5367,Solicitação,WhatsApp,8.0,3,PROTO-2025-01-6378,02/01/2025 17:13,2.8,Internet,Sim,Comercial,4.8,Reaberto
518.624.907-67,Heloísa Azevedo,SAC-3002,Reclamação,Chat,10.3,5,PROTO-2025-03-9233,31/03/2025 00:52,5.6,Internet,Sim,Financeiro,1.4,Pendente
324.968.507-00,Maria Alice Albuquerque,SAC-5868,Solicitação,Chat,5.3,4,PROTO-2025-01-6808,29/01/2025 11:53,8.5,Planos,Sim,Comercial,3.9,Pendente
132.965.748-91,Lunna Cardoso,SAC-3653,Solicitação,Chat,6.9,1,PROTO-2025-02-9490,05/03/2025 14:52,6.0,Internet,Sim,Técnico,4.4,Reaberto
